罗成,秦琼,秦琼 别传 06 心 计数 罗成,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
伍天锡,伍云召,后来 ， 在 江南 四明山 ， 与 雄阔海 、 伍云召 、 伍天锡 大战 ， 破 之 ； 再 与 裴元庆 大战 ， 因 力竭 而败 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
艾欧里亚,艾俄洛斯,除 水神 猎神组 （ 封印 的 伊立安 ） 为 强制 撒加 、 加隆 、 艾俄洛斯 、 艾欧里亚 上场 战斗 ， 其余 均 可 自由 组队 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
曾国潢,曾国藩,曾国藩 咸丰 十年 十二月 二十四日 写给 四弟 曾国潢 的 家书,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
周武,周文,1 人物 生平 : 早年 经历 : 管叔鲜 是 周文 王姬 昌 第五 子 ， 周武 王姬 发 的 同母 弟弟 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
程万牛,程铁牛,罗通 扫北 程万牛 和 程铁牛 同 为 先锋 ， 征东 又 参加 了 二路 讨伐 军 ， 一直 没有 立 什么 功劳 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
毛泽民,毛泽东,但 毛泽东 常年 在外 ， 小弟 毛泽覃 也 在 长沙 求学 ， 毛泽民 便成 了 事实上 的 户主 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
武修文,武敦儒,第一章 介绍 ： 那 摔破 额角 的 叫做 武敦儒 ， 是 哥哥 ， 弟弟 叫做 武修文 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
鲁西西,皮皮鲁,在 中国 大陆 ， 30 岁 以下 的 人 不 知道 皮皮鲁 、 鲁西西 、 舒克和贝塔 的 已经 不 多 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
汤镇业,汤镇宗,《 王者 清风 》 主演 ： 何晟铭 蒋梦婕 汤镇宗 汤镇业 导演 ： 何澍培,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
周武,周文,薛仁贵 化装 成 樵夫 ， 混入 摩天岭 ， 策反 了 前山 守 将 周文 周武 兄弟 ， 杀 上山 去 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
周武,周文,10 . 周公 ： 姓姬 ， 名旦 ， 周文 王之子 ， 周武 王之弟 ， 西周 初 政治家 ， 相传 周朝 的 典章制度 都 是 他 制定 的 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
王缙,王维,唐代宗 曾誉 之 为 “ 天下 文宗 ” （ 《 答 王缙 进 王维 集表 诏 》 ） 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
周武,周文,周文 王 享年 九 十七岁 、 周武 王 享年 九十三岁 ， 周穆王 在位 一百年 ， 此时 佛法 也 没有 传入 中国 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
张学思,张学良,"张学铭 ( 左 ) 和 张学良 ( 中 ) , 张学思 ( 右 )",人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
洪敬尧,洪荣宏,《 爱 常常 喜乐 》 演唱 ： 洪荣宏 ． 洪敬尧 ． 王力宏 ． 周华健 ． 伍思凯,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
孙家碧,马元贽,遭遇 ： 多年 后 ， 万 将军 已贵 为 马元贽 的 得力助手 ， 更 因功 携妻 孙家碧 入宫 受赏 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
罗成,秦琼,徐茂 公派 王伯党 ， 谢映 登 ， 任 警司 ， 铁子 健带 着 徐和 秦琼 的 书信 去 北平 府 请 罗成 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
孟优,孟获,孟优 ： 孟获 弟弟 ， 可以 与 战马 融为一体 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
龙幽,龙溟,官方 宣传 · 龙幽 小蛮 篇 截图 龙溟 （ 老哥 ）,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
罗成,秦琼,姜桂芝 一度 灰心 ， 只 当作 罗艺 已经 不 在 人世 ， 她 哪里 知道 ， 群雄 聚义 的 瓦岗寨 上 ， 罗艺 已经 娶 了 秦琼 的 姑姑 ， 生下 了 罗成 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
鲁西西,皮皮鲁,1 内容梗概 : 皮皮鲁 、 鲁西西 和 舒克 贝塔 打扑克 的 时候 发现 少 了 一张 红桃 K 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
毛岸龙,毛岸青,当时 与 他 同住 在 这里 的 有 他 的 夫人 杨开慧 及 儿子 毛岸英 、 毛岸青 、 毛岸龙 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
蔡壎,蔡瑁,蔡瑁 令弟 蔡壎 前进 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
毛泽民,毛泽东,周彬 就是 这种 人 ， 他 是 毛泽东 的 弟弟 毛泽民 。 ”,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
李蔡,李广,李妍 觉得 李敢 是 一步 好棋 ， 因为 “ 李氏家族 从 汉高祖 时代 就是 朝廷 重臣 ， 早有 名将 广武君 李左车 ， 今有 安乐 侯 李蔡 和 飞将军 李广 ” 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
毛泽建,毛泽东,“ 不 革命 就 没有 别的 路可 走 ” — — 毛泽东 与 毛泽建,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
唐继虞,唐继尧,此外 ， 唐继尧 、 唐继虞 兄弟 对 国民政府 的 反抗 态度 也 加剧 了 不满 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
周武,周文,人物 生平 : 早年 经历 : 管叔鲜 是 周文 王姬 昌 第五 子 ， 周武 王姬 发 的 同母 弟弟 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
张顺,张横,三 阮 、 张顺 救 张横 ， 阮小七 中伏 被俘 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
李偲菘,李伟菘,此张 专辑 是 由 包小柏 、 李偲菘 、 李伟菘 、 陈伟 、 陈子鸿 ， 共同完成 的 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
金敬姬,金正日,小池 百合 子 写道 ： “ 金正日 对 唯一 胞妹 金敬姬 信任 有加 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
罗成,秦琼,"王世充 传旨 将 金亭馆 改为 三贤 馆 , 让 秦琼 、 罗成 、 程咬金 及其 家眷 住 下 , 每日 里 殷勤 招待 , 奉 为 贵宾 。",人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
李偲菘,李伟菘,作曲 ： 李伟菘 、 李偲菘 演唱 ： 萧 骊珠 绝代 双雄 片尾曲 : 萧 孋 珠 - 独上 西楼,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
王缙,王维,同 王昌龄 裴迪 游 青龙寺 昙 壁上 人兄院 集 和 兄维 作者简介 : 王缙 （ 702 年 — 781 年 ） ， 字夏卿 ， 与 兄 王维 早 以 文翰 著名 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
冯永祥,冯永发,先读 于 冯永祥 左一 ， 冯永发 右一 香港大学 ， 后 赴 加拿大 留学 深造 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
伍天锡,伍云召,实力 在 伍天锡 之下 罗成 之上 ） （ 韩擒虎 能 挡 伍云召 十余 合 ， 与 魏文通 相当 ）,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
鲁西西,皮皮鲁,其 代表作 有 《 童话 大王 》 《 舒克和贝塔 》 《 皮皮鲁 和 鲁西西 》 《 魔方 大厦 》,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
杨婵,杨戬,中国 古代 神话 中 的 瑶姬 与 杨戬 、 杨婵 、 杨天佑 、 杨蛟 等 无关 ， 上述 身份 为 电视剧 篡改 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
毛泽民,毛泽东,在 享受 伯父 毛泽东 慈父 般 关爱 的 同时 ， 毛远志 无时 不 在 思念 自己 的 父亲 毛泽民 ： 父亲 走得 太早 了 ， 女儿 希望 能 了解 他 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
鲁西西,皮皮鲁,他 笔下 的 皮皮鲁 、 鲁西西 和 罗克 ， 舒克 贝塔 影响 了 中国 三代 的 孩子 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
张顺,张横,天色已晚 ， 张顺送 了 鱼 ， 宋江 取出 张横 书 付与 张顺 ， 相 别去了 、 宋江 又 取出 五十两一锭 付与 李逵 ， 道 ： “ 兄弟 ， 你 将 去 使用 。 ”,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
罗成,秦琼,罗成 角色 经历 : 罗成 秦琼 和 罗成 : 秦琼 不 喜欢 罗成 ， 不是 因为 嫉妒 罗成 的 才能 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
周瑾,周瑜,周瑾 人物 介绍 : 周瑜 妹妹 ， 因想 为 哥哥 负担 起 家族 重任 而 使用 留青 梳 变成 男儿身 ， 一直 瑾 与 策 ( 4 张 ),人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
刘晴,刘醒,刘醒 因此 寄情 白鸽 标 ， 希望 中得 大 悬彩 可以 医好 刘晴 ， 赢回 冬妮 的 欢心 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
李偲菘,李伟菘,2012 年 李偲菘 、 李伟菘 《 我们 的 故事 》 音乐 分享 会 演唱 嘉宾 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
平和岛幽,平和岛静雄,平和岛幽 人物 设定 : 平和岛静雄 的 弟弟 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
吕祖俭,吕祖谦,至 淳熙 八年 （ 1181 ） 8 月 ， 吕祖谦 谢世 ， 丽泽书堂 便 由其弟 吕祖俭 主持 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
平阳君,赵惠文王,赵惠文王 ( 赵何 ) 安阳 君 ( 赵章 ) 平阳君 ( 赵豹 ) 平原君 ( 赵胜 ) … … … … … … … … … … …,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
王缙,王维,李邕 集评 : 李邕 唐 宋时 期 : 唐 窦蒙 ： 时议 云 ： “ 论诗 则 曰 王维 、 崔颢 ； 论笔 则 王缙 李邕 端州 石室 记 、 李邕 ； 祖咏 、 张 说不得 预焉 。 ”,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
冯国纶,冯国经,冯国纶 冯国经,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
周武,周文,1 人物 生平 : 兄弟 十人 : 曹叔振铎 曹叔振铎 ， 姬姓 ， 名振铎 ， 是 周文 王姬 昌 第六 子 ， 周武 王姬 发 的 同母 弟弟 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
贾源,贾演,( 注释 ： 贾演 、 贾源 之 父 ， 书中 未 交代 其名 ， 今以 “ 贾 太公 ” 代之 ， 不 称呼 他 为 “ 贾公 ” ， 是因为 贾母 的 丈夫 贾代善 世称 “ 贾公 ” ),人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
张顺,张横,揭阳 镇 的 李俊 、 李立 、 穆弘 、 穆春 、 张横 、 张顺 、 童威 、 童猛 ， 薛永 、 侯健 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
武修文,武敦儒,武敦儒 、 武修文 二人 在 个性 上 没有 太多 的 亮点 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
杨婵,杨戬,2 后事 : 只有 二 儿子 杨戬 带 着 妹妹 杨婵 九死一生 ， 逃 了 出来 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
鲁西西,皮皮鲁,鲁西西 和 大 侦探 乔 麦皮 人物 介绍 : 皮皮鲁 他 学习成绩 不高 ， 不是 学校 老师 喜欢 的 那种 乖孩子 ， 但 他 心地善良 、 正义 勇敢 ， 身上 有 故事 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
杨志刚,郭靖宇,郭靖宇 还是 演员 杨志刚 的 哥哥 ， 亲哥哥 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
严舆,严白虎,严白虎 等 人 听说 以 勇力 闻名 的 严舆 被 孙策 杀死 ， 非常 惊恐 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
张顺,张横,张顺 幽魂不散 ， 杭州 城破时 缠住 方天定 ， 一直 跟 到 五云 山脚下 ， 正好 遇到 张横 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/哥哥
武敦儒,武修文,杨过 ： 仅限于 与 对付 李莫愁 时 亲友 : 徒孙 ： 傻姑 （ 亲传 ） 武敦儒 、 武修文 、 陆冠英 、 郭 芙 、 郭襄 、 郭破虏 、 东邪 药师 派 门人,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
柳承莞,柳承范,柳承范 会 出现 在 主演 名单 里 当然 不需 讶异 ， 作为 导演 的 兄弟 ， 他 已 是 柳承莞 作品 的 固定 班底 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
武敦儒,武修文,武敦儒 、 武修文 的 名字 就 跟 “ 花铁干 ” 一样 ， 名字 不错 ， 可是 与 姓氏 冲突 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
南宫敬叔,孟懿子,故 孟懿子 与 南宫敬叔 师事 仲尼 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
贾元春,贾宝玉,第九十七回 贾宝玉 奉命 出远门 贾元春 赐 诏 结姻 眷,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
南宫敬叔,孟懿子,与 泉 丘人 之 女生 孟懿子 和 南宫敬叔 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
刘星,夏雨,《 拯救 精灵 》 夏雨 和 刘星 为了 把 流浪狗 养在 家里 ， 竟然 把 狗叫 说 咸是 自己 在 练 节目 ， 后来 流浪狗 造成 的 危害 ， 使 一家人 苦不堪言 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
贾演,贾源,贾演 、 贾源 是 一母 同胞 弟兄 两个 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
李瀚章,李鸿章,王徒心 《 续 汉口 丝谈 》 上 记载 ： “ 光绪 初 ， 合肥 李瀚章 （ 李鸿章 之兄 ） 督 湖广 ， 酷 嗜 此品 （ 按 ： 指 洪山 菜苔 ） ， 觅 种植 于 乡 ， 则 远 不及 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
王中军,王中磊,制片人 ： 王中磊 出品人 ： 王中军,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
刘星,夏雨,在 父亲 的 教育 下 ， 夏雪 、 刘星 、 夏雨 一起 认真 给 母亲 刘梅 洗 了 一回 脚 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
蔡夫人,蔡瑁,刘表 个 蔡夫人 打算 将 刘琮 立 为 继承人 ， 而 蔡瑁 、 张允 则 为 其 党羽 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
文媚儿,文韬,文韬 回去 将 一切 禀告 父亲 和 姐姐 ， 文章 和 文媚儿 大喜 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
刘星,夏雨,夏雨 身份 ： 夏东海 的 小儿子 ， 夏雪 ， 刘星 之弟 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
武敦儒,武修文,武修文 人物 评价 : 第一章 介绍 ： 那 摔破 额角 的 叫做 武敦儒 ， 是 哥哥 ， 弟弟 叫做 武修文 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
李瀚章,李鸿章,李鸿章 做 湖广 总督 ， 不满 一年 ， 就 调任 直隶 总督 ， 接任 湖广 总督 的 是 他 的 哥哥 李瀚章 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
刘星,夏雨,夏雨 把 半杯 牛奶 倒进 了 刘星 的 足球鞋 ， 刘星 回来 说 他 穿 了 那 有 牛奶 味 的 足球鞋 ， 把 自己 当成 了 贝克汉姆 ， 一人 独进 三球 ， 大胜 对方 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
贾元春,贾宝玉,贾宝玉 原本 取意 院中 种有 海棠 和 芭蕉 ， 题 “ 红香绿 玉 ” ， 后 贾元春 省亲 时 ， 改作 “ 怡红 快绿 ” 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
李瀚章,李鸿章,光绪 五年 （ 1879 ） ， 也 就是 曾国藩 死后 7 年 ， 传忠 书局 刻印 了 由 李瀚章 、 李鸿章 编校 的 《 曾文正公 家书 》 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
南宫敬叔,孟懿子,34 岁 ： 公元前 518 年 （ 鲁昭公 二十四年 ） 孟懿子 和 南宫敬叔 学礼于 孔子 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
梁麟,梁钟铭,2001 年 6 月 22 日 ， 梁麟 胞弟 、 龙昌 董事 经理 梁钟铭 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
李瀚章,李鸿章,著名 洋务派 重臣 李鸿章 的 大哥 李瀚章 还 上演 了 一场 “ 刮地皮 ” 的 闹剧 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
柳承莞,柳承范,导演 柳承莞 ， 演员 柳承范 ， 这 对 “ 兄弟 双星 ” 在 忠 武路 的 名堂 越 打 越响 ， 而且 风格 各有千秋 ， 两人 的 前途 被 圈内 的 人士 普遍 看好 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
武敦儒,武修文,大武 是 指 武敦儒 ， 小武 是 指 武修文 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
季布,季心,季布 的 弟弟 季心 也好 任侠 ， 方圆 千里 的士 争着 为 他 而 死 ， 当地 的 少年 经常 借 他 的 名义 行侠 ， 在 当时 ， 季心 以勇 ， 季布 以诺 闻名 关中 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
叶志成,叶子轩,为 叶容 先生 女儿 、 叶志成 先生 及 叶子轩 先生 之 姊妹 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
蔡夫人,蔡瑁,本集 叙 荆州 刘表 死后 ， 蔡夫人 与 蔡瑁 伪造 遗嘱 ， 立 了 次 子刘琮 继任 荆州 太守 ， 曹操 大军 进攻 荆州 ， 蔡夫人 献城 投降 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
李瀚章,李鸿章,上方 高悬 着 五方 横匾 ， 正中 匾额 上 的 “ 色正芒 寒 ” 四个 大字 ， 为 李鸿章 之兄 李瀚章 所题 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
汤镇宗,汤镇业,丹南 除了 与 众多 知名 影星 如 钟丽缇 、 汤灿 、 汤镇宗 、 汤镇业 等 合作 外 ， 也 同 众多 优秀 的 制片人 、 导演 如 刘桐生 、 蔡德成 有着 密切 的 合作 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
习乾平,习近平,习乾平 ， 女 ， 是 无产阶级 革命家 、 政治家 、 原 党和国家 领导人 习仲勋 之女 ， 是 党和国家 最高 领导人 习近平 的 同父异母 的 姐姐 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
华莲青,华罗庚,与 弟弟 华罗庚 相比 ， 华莲青 的 一生 谈不上 成就 ， 但 能够 像 她 那样 ， 为了 弟弟 的 事业 付出 那么 多 ， 也 是 一个 值得 怀念 的 人 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
南宫敬叔,孟懿子,等到 孟厘子 死 后 ， 孟懿子 和 鲁国 人 南宫敬叔 便 前往 孔子 处学礼 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
严贡生,严监生,"《 严监生 和 严贡生 》 ： “ 知县 准 了 状子 , 发房 出 了 差 来到 严家 。 ”",人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
常赫志,常伯志,《 飞狐 外传 》 中有 双生 兄弟 三对 ： 倪不大 、 倪不小 ， 常赫志 、 常伯志 ， 马春花 和 福康安 所生 的 一对 双生子 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
田猛,田虎,蚩尤 堂堂 主 田虎 为 人 冲动 ， 一 见到 兄长 田猛 的 尸身 便 断定 是 出现 在 现场 又 急忙 逃走 的 盖聂 、 卫庄 所 为 ， 欲集 农家 上下 之力 杀死 二人 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
李瀚章,李鸿章,李瀚章 怂恿 张荫桓 出面 ， 打着 繁荣 芜湖 商埠 的 旗号 ， 向 李鸿章 献策 ， 依靠 朝廷 的 力量 ， 令 镇江 米市 迁至 芜湖 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
武敦儒,武修文,有二子 武敦儒 、 武修文 ， 妻子 武三娘 ， 义女 何沅君 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
陆展元,陆立鼎,” 两 人均 想 ， 陆立鼎 虽然 籍 籍无名 ， 他 兄长 陆展元 、 何沅君 夫妇 却侠 名震于 江湖 ， 嘉兴 陆家庄 的 名头 在 武林中 向来 无人 小觑 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
武敦儒,武修文,1237 年 二十九岁 靖 、 蓉 为 寻找 黄药师 ， 巧遇 武三通 之子 武敦儒 、 武修文 、 杨康之 子 杨过 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
陆展元,陆立鼎,电视剧 版 的 陆展元 前期 经历 纯属虚构 ， 后期 经历 、 武功 等 都 是 按照 原著 中其弟 陆立鼎 来 改编 的 ， 并且 此处 严重 不 符合 逻辑 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
